Lat,Long,B,Block,Lot,TaxClass,2010,2011,2012,2013,2014,2015,2016,Change,Percent_Change
40.8084210837,-73.8547482748,2.0,3432.0,1147.0,1A,53037.0,53037.0,68506.0,43878.0,6322.0,183436.0,205514,152477.0,287.491751042
40.8084210837,-73.8547482748,2.0,3432.0,1148.0,1A,58480.0,58480.0,75550.0,48390.0,6972.0,203458.0,227945,169465.0,289.782831737
40.8084210837,-73.8547482748,2.0,3432.0,1149.0,1A,53037.0,53037.0,68506.0,43878.0,6322.0,183436.0,205514,152477.0,287.491751042
40.8084210837,-73.8547482748,2.0,3432.0,1150.0,1A,58264.0,58264.0,75285.0,48220.0,6948.0,202632.0,227020,168756.0,289.640258135
40.8084210837,-73.8547482748,2.0,3432.0,1151.0,1A,62780.0,62780.0,81069.0,51925.0,7482.0,219298.0,245692,182912.0,291.353934374
40.8084210837,-73.8547482748,2.0,3432.0,1152.0,1A,61712.0,61712.0,79729.0,51067.0,7358.0,215338.0,241255,179543.0,290.936932849
40.8084210837,-73.8547482748,2.0,3432.0,1153.0,1A,53037.0,53037.0,68506.0,43878.0,6322.0,183436.0,205514,152477.0,287.491751042
40.8084210837,-73.8547482748,2.0,3432.0,1154.0,1A,58264.0,58264.0,75285.0,48220.0,6948.0,202632.0,227020,168756.0,289.640258135
40.8084210837,-73.8547482748,2.0,3432.0,1155.0,1A,53037.0,53037.0,68506.0,43878.0,6322.0,183436.0,205514,152477.0,287.491751042
40.8084210837,-73.8547482748,2.0,3432.0,1156.0,1A,58264.0,58264.0,75285.0,48220.0,6948.0,202632.0,227020,168756.0,289.640258135
40.8084210837,-73.8547482748,2.0,3432.0,1157.0,1A,62780.0,62780.0,81069.0,51925.0,7482.0,219298.0,245692,182912.0,291.353934374
40.8084210837,-73.8547482748,2.0,3432.0,1158.0,1A,61712.0,61712.0,79729.0,51067.0,7358.0,215338.0,241255,179543.0,290.936932849
40.8084210837,-73.8547482748,2.0,3432.0,1159.0,1A,66957.0,66957.0,86494.0,55400.0,7982.0,234699.0,262947,195990.0,292.710246875
40.8084210837,-73.8547482748,2.0,3432.0,1160.0,1A,64283.0,64283.0,83032.0,53182.0,7663.0,220454.0,246986,182703.0,284.216666926
